cmtid,itemid,shopid,author_username,comment,rating_star,no_tag,pos_good_quality,pos_excellent_quality,pos_very_accomodating,pos_well_packaged,pos_item_shipped_immediately,pos_will_order_again,neg_defective,neg_did_not_receive_item,neg_damaged_packaging,neg_will_not_order_again,neg_rude_seller,neg_item_shipped_late,neg_item_different_from_picture
5663872761,7489664195,46399675,a*****h,gaganda mga damit nila. kaya lang yung ibang damit masyadong maliit or pambata. yung iba may di maayos na stitches. hindi responsive si seller pero siguro busy rin sa production. pero sana may admin para sumagot ng mga queries. what u see is what u get. pero make sure lang sana na stretchable ❤️❤️❤️,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5684642047,7489664195,46399675,heidisophia,Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice nice mice nice Nice nice nice nice,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5575422547,7489664195,46399675,saharahdeasisgarcia,Thank you so much.❤ Good condition at walang damage.!  May dalawa lang napalitan nang kulay.,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5748830761,7489664195,46399675,s*****1,Sorry di related sa items ang video at picture kasi kinuha na ung items. Magkakaiba sila ang tela paswertehan lng kung ung tela na nabigay ung maganda. Pero un sakin ok namn pwd n sa price. Thank you seller sana may pa free pang 3 n order ko na sa shop na ito.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5661878500,7489664195,46399675,ekai05,Okay naman ang items para sa price nya. And nag update si seller na merong pinaltan and okay naman ang ipinalit na items. Maganda din naman♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5682659867,7489664195,46399675,a*****a,Thank you seller thank youuu seller thank you seller thank youuu seller thank you seller thank youuu seller thank you seller thank youuu seller thank you seller thank youuu seller thank you seller thank youuu seller,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5727033482,7489664195,46399675,chechiemaeadvinculateodosio,Maganda po at mabilis ang delivery Thank you po stay safe..😊 Godbless 😇😊 Maganda po at mabilis ang delivery Thank you po stay safe..😊 Godbless 😇😊 Maganda po at mabilis ang delivery Thank you po stay safe..😊 Godbless 😇😊,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5668800487,7489664195,46399675,adlao_janna09,"Welcome to Gboard clipboard, any text you copy will be saved here.Tap on a clip to paste it in the text box.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.Use the edit icon to pin, add or delete clips.Tap on a clip to paste it in the text box.Welcome to Gboard clipboard",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5657795886,7489664195,46399675,g*****g,"ONE OF THE BEST PURCHASE I HAD IN SHOPEE 🥺❤ I got this in an affordable price huhhhhu I'm crying the item is such a steal , 🥺🥺🥺❤❤❤❤❤, the seller is also nice and the item as well the delivery guy is also kind for me to rate 100/10 hehehe thank you so much hehehe will buy again next time ❤❤❤❤❤❤❤❤",5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5631083002,7489664195,46399675,angelinasungadizon,Super Ganda surely will order again super affordable and UNG quality ok na ok na yayamanin Ang itchura Hindi mukhang mura lang nabili salamat seller salamat din Kay Kuya driver more customers to come god blessSuper Ganda surely will order again super affordable and UNG quality ok na ok na yayamanin,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5727587622,7489664195,46399675,kyobi_,"ok ang black, yung nude hindi. masyadong manipis ang nudr tas may mga patastas. naguupdate naman ang seller. sana may plastic man lang yung mga damit. m to large size ko pero kasya siya.",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5755595490,7489664195,46399675,j*****h,Superr ganda pero ang liit lang😢😢😢 Superr ganda pero ang liit lang😢😢😢 Superr ganda pero ang liit lang😢😢😢 Superr ganda pero ang liit lang😢😢😢,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5751589035,7489664195,46399675,p*****a,GANDAAAAAAAAAA SUPERRRRRRRRR HDHSHDSHSHSHSHSHSGSGSGSGSGDGDSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGSGGSGSGSGSGSGSGSGSGSVSBJDIFCMEKJXNRXNJDDJDBBDDBFBNFCJRNDNXNDNXNNDDJXNDNXNDBXBXBXBXHXJXNXJXOXXNDJICLSXJDICJDNXNXNXNXNXBXBXB,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5718162761,7489664195,46399675,m*****3,All items are good except for the knotted collar top. Ang liit2 kasya nga ata to sa pamangkin kong 5 years old. I understand na croptop to pero di naman siguro ganito kaliit. Yung ibang items sakto ang size eto pang kids section ata to ehh. But ok yung tela size lang talaga.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5687891598,7489664195,46399675,a*****h,"⭐  Order Received! And for the very first time, I'll rate 1 star. Tbh I usually give 4-5 star to support the products and shops. Pero ngayon nakakadisappoint talaga, okay sana kasi nagsasabi si seller na napalitan yung variation pero bakit naman sira? Sorry for this rate. Honest feedback only.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712624713,7489664195,46399675,l*****a,really satisfied with these. items were shipped immediately. i am glad that they got my order correctly. i got all the colors of the ribbed crop top. the brown one seems to have a different cloth used. but still it is okay.,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5598720618,7489664195,46399675,anningbbq,"ANG LOAD KAHIT DI MO IBENTA MAY BIBILI..  WHY?  LOAD IS NOW A BASIC NEEDS 🙋‍♂️ ______________________ Sample Computation:  13person ngpaload sayo × 3pesos na tubo=39 pesos🤔 39pesos × 30days =1,170 per month☺️ 1,170 × 12months =14,040😮 Diba mas malaki pa sa 13th month pay🤑  3pesos ay wag maliitin",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5754181549,7489664195,46399675,ann_tome,Maganda siya bet na bet ko 😍 And good quality 👍 Very accommodating din ng seller  Sending pic before e ship out  Fast delivery as expected 👍,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5645580515,7489664195,46399675,d*****n,Sobrang gaganda ng mga top na nabili ko. Pang ilang beses ko na umorder sa shop na to and ang gaganda parin ng naoorder ko di ako nadidisappoint. Medyo matagal nga lang dumating pero understandable naman kasi standard delivery lang available na pwede magdeliver. Thank you 🥰❤️❤️❤️,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5654009079,7489664195,46399675,j*****n,The top is not the same as the pictures. Im little bit surprised with the item and hope its gonna fit in my body👌😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5706650390,7489664195,46399675,k*****7,Got my order today! Ang bilis dumating grabe. Well packed naman kaso yung ibang item kasi di maayos yung pagkakatahi but for its price sulit na siya. Thank you sellerr 😊,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5627800478,7489664195,46399675,f*****l,"I received all the items in good condition. Walang kulang. The quality is ok, fit sa price niya na affordable. Thank you so much sa fast shipping. Hope to shop more with you soon!",5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5687238839,7489664195,46399675,m*****5,Ang ganda ng tela tapos Ang bilis dumating🥰 ika ilang order na ako sa shop nato kasi Ang ganda talaga ng mga item🥰 thank you seller❤️,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5667770356,7489664195,46399675,y*****s,"Thank you so much! Sa wakas, hindi mali ang kulay ng orders ko hehehehheheheheh and mabilis din siya nakadating sakin. So thank you again. Will buy again soon! Thank youuu 🤗🤗🤗",5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5747633234,7489664195,46399675,j*****d,good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5681556193,7489664195,46399675,elle_07.,"Ang gandaaaaaa hihi, good quality, stretchable and comfortable.. I love the color (☆^ー^☆) （＾_＾）o(〃＾▽＾〃)oo(〃＾▽＾〃)o",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5693446229,7489664195,46399675,o*****t,Magaganda po yung item although may manipis. Murayta lang siya so grab na. hahahahahaahhahahahahahabbahbababababahhaahhaahhahahaahahahaahahhaahahhahahahahahahahahhahahahahaabhhaha,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5727417954,7489664195,46399675,kingolivergarcia,Ang ganda poooo!!!!! 🤩🤩🤩🤩 Will order again thabkyyooouuuu,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5628779891,7489664195,46399675,j*****s,Hi seller its my 6th times to order on your shop and its really great because you always did not disappointed me.. Everything is good and beautiful.. Ganda lahat worth it for its price.. And hindi halatang mura lang siya its really looks so classy... Kaya thank you so much.. Till next tym.. Kuddous,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5711233085,7489664195,46399675,s*****m,"good quality for its price. i just don’t like the auto-exchanged colors for the ones that aren’t available sa order ko. anyway, thanks seller :) til next time!",5,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5654568669,7489664195,46399675,m*****i,"Gobble me, swallow me, drip down the side of me (yeah) Quick, jump out 'fore you let it get inside of me (yeah) I tell him where to put it, never tell him where I'm 'bout to be I'll run down on him 'fore I have a nigga running me (pow, pow) Talk your shit, bite your lip (yeah) Ask for a car while yo",5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5738140407,7489664195,46399675,lairampimentelborja,Items complete and in good condition. Well packaged. Will order again.   4’8” 45kg  Small-med,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5688138828,7489664195,46399675,jean_rizan,Kompleto po lahat ng items at magaganda yong quality😊. Super ganda ng tela at tama din po yong pinadalang color ni seller. Thank you seller☺️,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5721961374,7489664195,46399675,hannahgeralde,"Grabeee ang gagandaaa talagaaa, may isang out of stock ako na order pero nag chat ang seller sakin na papalitan daww pero okaaay na okay naman ang ganda nung maroon, bagay daw sakin sabi ni mama. Thankyouuuu pooo!!! Kudos to you seller♥️♥️",5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5690895382,7489664195,46399675,w*****t,Gandaaaaa. Kala ko di kasya sakin nung pagkita ko kasi may kalakihan ako eh😅 pero nung sinukat kasya naman. Thankyou po seller and kay kuya na nagdeliveeer 😊💕,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5708329352,7489664195,46399675,r*****n,………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5674715123,7489664195,46399675,ricapacarat,Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only Ps. For coin purposes only,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5712799658,7489664195,46399675,k*****s,"The sizes are too small. Di na siya pang ""croptop"" parang for kids ang size and manipis huhu but expected for the prices. Mabilis mag deliver.",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5734849466,7489664195,46399675,l*****o,gandaaa niya mga mare huhu bet na bet ko may pang outfit na ulit tagal ko ng nasa add to cart to e hehe thankyouuu seller will order again soon hehe🥰,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5680756830,7489664195,46399675,j*****n,Hi pwede niyo bako bigyan Ng CP sa Codm? Ayaw mo? Sensya na ah ito lang kasi ako. Wala akong kwenta. Sana hindi nalang ako pinanganak haha. I'm just a simple perslowkey. I'm just a nobody. Walang nagkakagusto sa walang kwentang tao katulad ko. Haha sana di nalang ako nabuhay. 💔💔💔😔😞😞😔. #sanadi,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5719139429,7489664195,46399675,m*****4,Excellent product Excellent product Excellent product Excellent product Excellent product Excellent product Excellent product Excellent product,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5711648998,7489664195,46399675,l*****c,"ANG GANDA NIYA, SULIT NA SA MURANG HALAGA. TAMANG KULAY DIN, ANG BILIS LANG DUMATING, KAHAPON LANG YATA TO NA SHIP. THANK YOU SO MUCH PO!",5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5701686876,9270131882,467411881,joyvickacejasparcon,Dito pa Naman Ako pinaka excited. Kaso not advicesable para sa malalaking suso dzaiii. Luluwa talaga kaluluwa mo dine. Good for xs-m lang talaga wag  ambisyosa mga semi large like me. Sayang Pera. Pero good quality ahh di mo na kailangan mag bra. Kahit Wala sya breast pads di klaro nipple dzaiii,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5704871840,9270131882,467411881,m*****h,"Very Nice, Affordable, High Quality, Worth it ang price, ang ganda ng packaging. Super duper cutieeeee, Thank you so much seller!! Bili ako soon 💖💖",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5700705349,9270131882,467411881,a*****h,LOVE IT!!!! 😩😍 I WILL BUY AGAIN SOON HEHEHEHE 🥰 VERY NICE QUALITY AND COLORS 😍😍😍🤍🤍🤍 I can’t wait to wear these clothes 🥺🥺🥺🥺,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5734693204,9270131882,467411881,r*****a,"The item were complete, quality wise, well-packaged, it also shipped immediately ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5731384265,9270131882,467411881,x*****y,,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5557745341,9270131882,467411881,k*****a,"Pretty!! Na delay lang shipping ng ilang araw dahil sa weather and sa province pa ko but still worth it, excellent quality considering the price. Well pack naman din and might order again dito sa shop thank you seller!! God bless ❤️✨",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5634598757,9270131882,467411881,ellamiaga,,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5494553324,9270131882,467411881,i*****a,"Super pretty and looks exactly as pictured ❤ Worth the price, and looks way more expensive than its actual cost. Plus, the seller is very responsive and pleasant to deal with. Thank you, seller! More sales to your shop. 🤗",5,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5491939689,9270131882,467411881,a*****c,"what you see is what you get. ang ganda i swear!! sobrang affordable pa para sa ganito kagandang damit. seller is so kind. will order again!! thank you seller, salamat shopee ❤️",5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5605162504,9270131882,467411881,r*****i,seller sent me smaller size than which actually mentioned in store .. .  Just make sure u chat before u purchase the item ..  they have mentioned in store if wrong size please contact but seller really don’t exchange or refund even tho it wont fit .. dont loose ur money ..   i am so disappointed..,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5728170447,9270131882,467411881,a*****o,Bet mga dzai!!!,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5643219535,9270131882,467411881,chesc_marc24,"i love this top so much!! i love how the length isnt to cropped so no skin is shown sa tummy ko when wearing highwaist jeans hehe. the chest area though is a bit open especially underneath the ribbon, there is a little gap where people can peek my 🍒 but it can be pinned close so i still i love it!",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5746165217,9270131882,467411881,y*****a,Amazing. Just too small for the chest part. 💕,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5737116394,9270131882,467411881,e*****a,,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5737478756,9270131882,467411881,rosana020202,Ok naman yung quality kso medyo maliwag lang sa may pandang dibdib but overall ok Ok naman yung quality kso medyo maliwag lang sa may pandang dibdib but overall ok,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5662710422,9270131882,467411881,j*****n,Super ganda ng quality. I love it! Saktong sakto lng sa akin. Thank you seller.,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5666189643,9270131882,467411881,sandynogales,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5665675738,9270131882,467411881,krishnadelambobatulan,,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5729600140,9270131882,467411881,jaycelncruz,Ang ganda po😍😍😍😍,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5695231900,9270131882,467411881,l_ecs9txn2,Super love it♥️,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5610145183,9270131882,467411881,cieloliongshop,fast  delivery,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5585982260,9270131882,467411881,emjulianna_14,Super nice ng damit i really love it,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5520048553,9270131882,467411881,its_erin,"100/10!!!!! I’m in-love with thiz it’s very pretty and it’s affordable, it looks exactly the same as the photo that the seller provided.",5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5515218884,9270131882,467411881,mercedesvega05,"Tiis  ganda medyo mainit ang tela hahaha. Prefer ata to sa semi large kse medyo masikip, bukod sa hindi sya stretchable but its good. 🥰",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5539081587,9270131882,467411881,kelahcabenss,Don't hesitate to order napakaganda ng fitting at ng tela I swear di ka magsisisi worth it talaga. Thank you seller napakabait din mag ask ako kung kasya ba sakin kasi I'm petite at ayon yakang yaka sakin. God bless you seller. 💕,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5513311634,9270131882,467411881,a*****8,"Nice quality, worth it and approachable rin si seller. Kaso medyo maluwag lang sukat nito sakin kasi I'm size small talaga. Pero I can alter parin naman.",5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5493658059,9270131882,467411881,_j16erjyju,Thank you ❤️,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5519640885,9270131882,467411881,welcris,💕,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5547513653,9270131882,467411881,chelseas08,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5594549112,9270131882,467411881,chelcgo,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5627789038,9270131882,467411881,r*****u,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5658115214,9270131882,467411881,mitchilyndalo,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5662226523,9270131882,467411881,kjyassi,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5703316133,9270131882,467411881,rizzapumaras,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5694717549,9270131882,467411881,z*****e,,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5710491158,9270131882,467411881,galangcynthia_,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5709895240,9270131882,467411881,steffishara,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5737911337,9270131882,467411881,niyoniq,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5738718172,9270131882,467411881,angelcruzzzzz,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5676028316,9270131882,467411881,melodygay143,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5674379664,9270131882,467411881,sweetbayadog,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5711514436,9270131882,467411881,g*****a,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5650515578,9270131882,467411881,yennagungob,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5713075889,9270131882,467411881,r*****1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5672836749,9270131882,467411881,cosebelle.co,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5752404942,9270131882,467411881,mellisajaneacdoljaroda,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5727040122,9270131882,467411881,r*****a,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5669534169,9270131882,467411881,joyjoyflores15,,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5654489348,9270131882,467411881,wang242,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5701148465,9270131882,467411881,minimalist_2,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5710276025,7092493780,41311013,e*****s,"Execellent seller..  MaraMing thank you..  Ang ganda LahaT..  perfect talaga sa pamaagaNg paNg gift...  sakto lahat at maganda talaga..  oorder ulit ako...  salamat and more sales to come po......  Godbless  .. sa uulitin...  super worth it talaga, sobrang natutuwa ako...............................",5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5645973732,7092493780,41311013,rainzavier04,Okay na okay po yung item.... HsbsisnaianNoNzbhsusbs jaabaisnksos  sjzjbsisw zjznznisnskaos zjzjbzhsnsusbsbak jsjsnzniznzuw jabzjizisoa jsnsjjsiaks jzjznznownsi jzjsbsnkKkUw sjzj jzhzj,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5676155768,7092493780,41311013,j*****n,"Order received. Fast delivery. Good quality ang tela nya. Super comfy isuot. Kaso lng, Mali mali yong color na binigay sakin ni seller. Ang di ko lng nagustuhan, yong color nung isang floral smock crop top, mustard ang order ko pero iba binigay sakin. Overall nmn maganda ang quality ng tela. 👍😍😊",5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5684539070,7092493780,41311013,izengg,"Nagustuhan ko. Ang gandaaaaaaaa niya!!!! Sulit na sulit ang bayad mo dito, bagay na bagay sya mapa short or jeans. Will surely order again.",5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5688191140,7092493780,41311013,y*****n,Niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5699627672,7092493780,41311013,i*****r,"Bet ko lahat. Nice quality. Wala kong picture or vid, nabenta kasi agad. Oder ulit ako next time.",5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5707635432,7092493780,41311013,z*****2,Ok naman ang tela nya  Thank you,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5628974624,7092493780,41311013,princessdanicacortez,"I give 3 star, ok naman yong tela nya cotton, kaso hindi pare parehas ang size may maliit may malaki at saka 2 white at 2 black ang order ko kaso ang dumating parehas na design, nakaka disappointed kasi akala ko assorted ang design",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634927370,7092493780,41311013,r_elqvi2oj,Order recieve ko na po thanks seller order ako ulit ...😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5739189069,7092493780,41311013,joie242000,Soooooo Soooooo niiiiiiicccxeeelleeeeeSoooooo niiiiiiicccxeeelleeeeeSoooooo Soooooo Soooooo niiiiiiicccxeeelleeeeeSoooooo niiiiiiicccxeeelleeeeeSoooooo Soooooo Soooooo niiiiiiicccxeeelleeeeeSoooooo niiiiiiicccxeeelleeeeeSoooooo Soooooo Soooooo niiiiiiicccxeeelleeeeeSoooooo niiiiiiicccxeeelleeeeeSooo,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5675086579,7092493780,41311013,h*****v,The item ship immedietly!!! Item is arrive immediately!!! Looking forward to order this again!!! I'm confidently to recommended this shop because all items is worth it for its cheap price!!! Get yours!!!!!,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5697340984,7092493780,41311013,9h906nvunrw7ywn2jslgizcsa623,"Thankyou seller.maganda lahat ang items..wlang damage.., salamat shopee at kay manong rider sa pag hated dito sa amin sorry sa late na pag rate..👍♥️♥️",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5715957681,7092493780,41311013,sanica_26,uafhahsgdgdhdhisiyeyrurhdhfjxjfjfjfjfkgigkgddsrgghh jjjsssjskskkakqkqkqkqkkqkqkqmqkqkqkqkqkkwkwjqjqjjqjqqjjqhwjwjwjjwjwjwjwjjwjwjwkwk,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5638974083,7092493780,41311013,j*****o,"Ngayon ko lang sya na rate, actually last week ko pa sya na received. Actually okay nman sya except lang sa dalawang stripe kasi akala ko blouse sya dahil yun nkalagay pero hindi nman pala. Expectation vs reality nga nman tlga. Pero pwde na rin kung usapang presyo din nman ang pag uusapan.",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5684160886,7092493780,41311013,j*****2,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5559771858,7092493780,41311013,p*****5,Received the items completely but i am so disappointed with the items kasi d nasunod ung color na inorder ko.. may natirang puff sleeve kasi white pinadala ni seller eh ayaw ng buyer ng white kaya ayun dko maibenta. Sana naman next time sumunod kayo sa ano ung inorder ng buyer niyo..,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5560988529,7092493780,41311013,c*****e,Beautiful beautiful beautiful beautiful Beautiful beautiful beautiful beautiful Beautiful beautiful beautiful beautiful Beautiful beautiful beautiful beautiful Beautiful beautiful beautiful beautiful Beautiful beautiful beautiful beautiful Beautiful beautiful beautiful beautiful Beautiful beautiful,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5552996348,7092493780,41311013,claire_oliquino02,Maganda Po sya and sakto Po saken,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5385215419,7092493780,41311013,c*****t,Maganda🥰😍😍 Bsbabbabsbsbahahah bbabanahahahaa bsbabbabsbsbahahah nanannabababsjsjahshjshshshhshshshshhshshs bsbabbabsbsbahahah nanannabababsjsjahshjshshshhshshshshhshshs bsbabbabsbsbahahah nsnanannsnhsjjsjsjjsjsjshhsshhshshshshshhshshhshhsjsjsjajjsjsjsjjsjsjhhshsnjajsjajajahahahahahah🥰🥰😍😍😍😍,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5528304991,7092493780,41311013,rhealynagbay,Love it😘😘😘😘,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5433672967,7092493780,41311013,r*****z,okay naman. hindi lang responsive si seller 😑 puro auto response nalabas pag magcha chat ka hayssss all over sa 9pcs items na nabili ko 5 lang nagustuhan ko but thank you pa den 🤧👍,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5476798443,7092493780,41311013,micahchen_26,Maganda po siya wala nmn sira at napaka bait ng mga taga deliver wala pong problema 💖💖,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5454368001,7092493780,41311013,r*****o,Cute nya..bagay na bagay sa dalaginding ko🥰🥰🥰 Dapat Pala nag order pako Ng ibang color para nasabay na Dito..surely will order again Thankyou,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5424590618,7092493780,41311013,m*****2,"Too sexy, fit na fit. Sakto sa katawang mapapayat hahaha thanks seller. 5⭐ for you po and also 5⭐ for the shop.",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5455671647,7092493780,41311013,annabel.sebuc.razon,Thank you hanjsn sjs sjs zjansbdjs zjx xja did xhznsh xjz sjx sks xj sis xiandhdbbzia dhis xjdks xhsnxnbjs xjsbxjsbsnjhs,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
